,0,1
0,6.947086967190533,-4.865436315701135
1,5.196224492469909,-6.876632115778101
2,3.8630295604953755,-4.375082998534195
3,3.749999409669283,-4.303756314855895
4,2.9086478943077783,-1.0819558996283825
5,-0.011128479113029527,-0.5221786316199126
6,-2.0188726416280693,1.1208608315008817
7,-2.02106179536146,2.526227805990586
8,-0.9998653612016133,1.981945343116356
9,-1.268110462956602,-0.7506944843749827
10,-0.1977553234379135,0.6470552856122649
11,1.0641015830223004,-1.0142742577284918
12,2.217852439569245,-3.3691277052606625
13,3.4464486996742574,-3.568202079528535
14,1.9578178631890641,-2.597725970950076
15,0.44880765141979007,0.2021975471903925
16,-2.387608552679375,0.24299866336899903
17,-3.798746751964875,3.6638380612151344
18,-6.093212455911412,5.7764211981273865
19,-5.039651514304301,8.017893401229147
20,-5.179931870287898,6.347723910231923
21,-5.851768314189389,5.739007385915427
22,-5.326284054104114,4.60553769627186
23,-1.7301194405565452,3.2206486654965625
24,0.7020612012399039,2.1045346584682814
25,-0.07998154061213983,-1.1686262494642738
26,0.6675153719398561,0.1703286936597848
27,-0.5252732058162028,0.3660280052815704
28,-0.7551741179338466,1.4675698046278118
29,-6.152038408057748,3.8010789080218887
30,-3.683983342474398,5.777688088025585
31,-3.2898299061285274,4.633983362734173
32,-1.8556212745630674,1.2370644301452502
33,-0.6396947558884105,0.778905528459682
34,2.2602753066958488,-3.7742631418150814
35,4.0761960401691315,-6.028270796693905
36,8.655798756714573,-7.327969727925653
37,6.787714351711218,-8.010896802567407
38,6.6180839466927575,-9.865237276197899
39,6.3719392956596845,-5.967422895291277
40,5.871319925031896,-6.417646987908427
41,2.890633149732851,-2.872107192447259
42,-0.10267142860025383,-3.713267207045506
43,-0.4403541885217821,-1.2766313516123071
44,-1.3381120810158247,-1.4666723003410296
45,3.1470331693902858,1.3001309666040213
46,1.5175330452295377,-3.3696998002420107
47,6.708163315784181,-5.117072450459093
48,8.887980563761856,-7.150122242254568
49,7.856371322638668,-9.513523731206426
50,7.572146352859457,-8.167294928611147
51,8.704325498050967,-8.814400420518233
52,6.458271687267804,-6.826215505471939
53,4.370247092091066,-5.123595021021151
54,3.6361171078909704,-4.245087991246764
